ref,type,datasource,content
1,titel-sm,,1.2 Ceciliengärten
1,text,,"Der PLR wird nördlich durch die A100 begrenzt, südlich endet der PLR an der Bezirksgrenze zu Steglitz-Zehlendorf entlang der Peschkestraße. Die westliche Grenze des PLR bildet die Rheinstraße / Hauptstraße, östlich endet der PLR an der Bahntrasse der S1. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 20er – 30er Jahre auf. Der PLR umfasst eine Fläche von rund 57 Hektar und gehört zu den kleinsten PLR des Bezirks. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Zum Ende 2015 waren im PLR rund 9.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 1% erhöht.<br /> Die Altersstruktur wies einen durchschnittlichen Anteil an Personen über 65 Jahren aus, der Anteil der unter 18-Jährigen lag über dem bezirklichen Vergleichswert. Der Anteil der Ausländer_innen an den Einwohnenden lag unter dem bezirklichen Durchschnitt. Der Altersdurchschnitt lag bei 43,3 Jahren. <img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb03.jpg">Bild</img><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR keine auffälligen Werte. Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf. Im PLR liegt eine Grundschule."
1,titel-sm,,1.3 Grazer Platz
1,text,,"Der PLR liegt südlich der Bahntrasse der Ringbahn und des Sachsendamms und reicht bis zum Insulaner. Die westliche Grenze des PLR bildet die Thorwaldsenstraße, die östliche Grenze die Bahntrasse der S2/S25. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 20er – 30er Jahre auf. Der PLR umfasst eine Fläche von rund 251 Hektar und gehört zu den größeren PLR des Bezirks. Ein Großteil der Fläche des PLR ist von überwiegend Kleingärtenanlagen geprägt.<br / >Zum Ende 2015 waren im PLR rund 12.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um über 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag bei rund 20%. Die Altersstruktur zeigte einen hohen Anteil an unter 18-Jährigen, der Anteil der über 65-Jährigen lag deutlich unter dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 40,6 Jahren.<br><img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb04.jpg"<br><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf: <ul><li>den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren</li><li>einem vergleichsweise hohen negativen Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe</li><li>den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren</li><li>den erhöhten Anteil der Personen in Bedarfsgemeinschaften nach SGB II unter 15 Jahren an Einwohner_innen unter 15 Jahren</li><li>einen vergleichsweise hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren</li></ul> Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf. Im PLR liegen vier Jugendfreizeitstätten, ein Nachbarschaftstreff sowie eine Gemeinschaftsschule und ein (Sonderpädagogisches) Förderzentrum. Im PLR befindet liegt auch der Insulaner, an dessen Fuße sich die Sternwarte und das Planetarium befinden."
2,titel,,2. Demografische Struktur und Entwicklung
2,titel-sm,,2.1 Einwohner_innenentwicklung
2,table,table3,
2,text,,"<img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb05.jpg" /><br><br>"
2,text,,<b>Wachstum geringer als im Bezirk</b><br><br><li>Die BZR Friedenau verzeichnet einen leichten Zuwachs der Einwohner_innenzahl. Allerdings ist der Zuwachs sowohl im Rückblick auf das Vorjahr als auch auf fünf Jahre zuvor geringer als im Bezirk.</li><li>Die Planungsräume weisen unterschiedliche Wachstumsraten auf Platz ist das Wachstum stärker als in den anderen PLR der Bezirksregion.</li><li>Friedenau ist dicht besiedelt. Allerdings ist ein großer Teil des PLR Grazer Platz nicht bewohnt sondern wird durch Kleingärten genutzt.</li></ul>""
2,titel,,2.2 Altersstruktur
2,titel-sm,,"KID B1. B2, DGZ DB1; Stand: 31.12.2015. Quelle: AfS"
2,table,table1,
2,titel-sm,,"Altersgruppe absolut und anteilig in %, Stand: 31.12.2015. Quelle: AfS"
2,table,table1a,
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,table1b,
2,text,,"<b>Großer Anteil Kinder und Jugendliche</b><br><br><li>Ist-Stand: In der BZR Friedenau ist der Anteil der unter 18-Jährigen höher, der Anteil der über 65-Jährigen ist deutlich geringer als im Bezirk. Das Durchschnittsalter der BZR liegt unter dem bezirklichen Durchschnitt.<br>Veränderung: Der Anteil der unter 18-Jährigen ist in den vergangenen fünf Jahren geringfügig gesunken, der Anteil der über 65-Jährigen hingegen etwas gestiegen. </li><br><li>Die absoluten Mengen der verschiedenen Altersgruppen haben sich zum Teil erhöht und zum Teil verringert. Erhöht hat sich die Anzahl der Personen im Alter zwischen 15 und unter 25 Jahren und in der Altersgruppe der 65 bis unter 80-Jährigen.Die Anzahl der Personen unter 6 Jahren und über 80 Jahren hat sich hingegen in den vergangenen fünf Jahren in der BZR verringert.</li><ul><br>"
2,titel,,2.3 Einwohner_innen mit Migrationshintergrund
2,titel-sm,,"KID B3 und B4, DGZ DA1,DD1,DE1,DF1; Stand: 31.12.2015. Quelle: AfS"
2,table,table1c,
2,text,,"<b>EU-Kernstaaten und Türkei als Herkunftsschwerpunkte </b><br><br><li>Im Durchschnitt weisen rund 30% der Einwohnenden in der BZR Friedenau statistisch einen Migrationshintergrund auf. Am stärksten sind hierbei die EU-Kernstaaten und die Türkei als Herkunftsgebiete vertreten. Es ist davon auszugehen, dass es sich bei der Gruppe der Einwohner_innen mit Migrationshintergrund um keine homogene Gruppe handelt, sondern Unterschiede bezüglich der Dauer des Aufenthalts, des Herkunftslandes, der ethnischen Zugehörigkeit, des Geschlechts, der Lebensläufe und vor allem ihrer sozialen Lage vorliegen.</li><br><li>Weniger als die Hälfte der Kinder und Jugendlichen unter 18 Jahren haben einen Migrationshintergrund, das ist verglichen mit anderen Gebieten im Bezirk ein geringerer Anteil. Der Migrationshintergrund besteht jedoch nur im statistischen Sinne, die meisten Kinder und Jugendlichen haben keine eigene Migrationserfahrung.</li><br><li>Der Anteil der über 65-Jährigen mit einem Migrationshintergrund liegt nahe am bezirklichen Vergleichswert und ist nicht als auffällig zu bewerten.<br>Bei der Betrachtung der Planungsräume fällt auf, dass der Anteil der Personen mit einem statistischen Migrationshintergrund im PLR Grazer Platz deutlich höher ist als in den beiden anderen PLR der Bezirksregion. </li><ul>"
2,map-pr,map1,
2,titel,,2.4 Wanderungen
2,titel-sm,,"KID C2 und C3, DGZ DH1; Stand: 2015. Quelle: AfS"
2,table,,
2,text,,"<b>Wanderungszuwachs</b><br><br><li>Für die BZR Friedenau ist insgesamt ein Wanderungsgewinn zu verzeichnen. Der Wert des Wanderungssaldos insgesamt liegt in der BZR deutlich unter den bezirklichen und gesamtstädtischen Vergleichswerten. Auch bei den unter 6-Jährigen zeigt sich ein geringerer Wanderungsgewinn in der BZR Friedenau als im Bezirk.</li><br><li>Veränderung: Im Vergleich zum Vorjahr ist der Wanderungssaldo in der BZR Friedenau auf der gleichen Höhe geblieben, der vorher negative Saldowert der unter 6-Jährigen ist gestiegen und nun positiv. Aus methodischen Gründen ist ein Vergleich zum Stand fünf Jahre zuvor nicht möglich.</li><ul>"
2,titel-sm,,Wanderungssaldi je 100 EW; Stand: 2015. Quelle: AfS
2,barchart,barchart1,
2,titel,,2.5 Bevölkerungsprognose / Haushaltsprognose
2,text,,"Da in Tempelhof-Schöneberg Prognoseräume und Bezirksregionen identische Zuschnitte aufweisen, können hier direkt die Berechnungen in der mittleren Variante übernommen werden.<br>"
2,table,table1e,
2,text,,<b>Leichter Zuwachs</b><br> <br>In der Bezirksregion Friedenau ist ein leichter Anstieg der Einwohner_innenzahl zum Jahr 2030 prognostiziert. Die Prognose geht vor allem von einer starken Alterung und einem Anwachsen der Anzahl der älteren Personen sowie von einem leichten Anstieg der Zahl der unter 18-Jährigen aus.<br>Bis 2030 ist die Anzahl der Einwohner_innen im Erwerbsalter zwischen 18 und 65 Jahren in der Bezirksregion sinkend prognostiziert.<br>
2,titel,,2.6 Einwohner_innen mit Behinderung
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich. <br>"
2,table,,
3,titel,,3 Soziale Situation
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung
3,titel-sm,,KID F1 - F5; Stand: 2015. Quelle: AfS
3,table,table3a,
3,titel-sm,,Ausschnitt BZR 070303 MSS 2015. Quelle: SenStadtUm
3,text,,<b> Stabile Dynamik </b><br>·<br><li>Die Bezirksregion Friedenau wurde im Monitoring Soziale Stadtentwicklung dem Status-Index mittel und dem Dynamik-Index stabil zugeordnet. Diese Bewertung lag für die Bezirksregion sowohl im MSS 2013 als auch im MSS 2015 vor.</li><br><li>In der BZR Friedenau liegen nach dem MSS 2015 alle drei Planungsräume in Bezug auf den Gesamtindex Soziale Ungleichheit bei mittel/stabil (2+/-)</li><ul><br><br>
3,titel,,3.2 Erwerbsbeteiligung und Arbeitslosigkeit
3,titel-sm,,KID D1 und D2; Stand: 31.12.2015. Quelle: AfS
3,table,table3b,
3,titel-sm,,KID D2; Stand: 31.12.2015. Quelle: AfS
3,map-pr,map2,
3,text,,<br><b>Armutsrisiko geringer</b><br><br><li>Ist-Zustand: Der Anteil der Leistungsberechtigten nach SGB II an den Einwohner_innen unter 65 Jahren ist in der Bezirksregion Friedenau im Vergleich zum Bezirk deutlich geringer und liegt im bezirklichen Vergleich im Bereich der Aufmerksamkeitsstufe 1 (keine Aufmerksamkeit geboten) Zwischen den Planungsräumen unterscheiden sich die Indikatorwerte deutlich.</li><br><li>Veränderung: Es ist in der Bezirksregion ein leichtes Absinken des Anteilswertes im Vergleich zum Vorjahr zu beobachten.</li><ul><br>
3,titel,,3.3 Transferleistungsabhängigkeit
3,titel-sm,,KID D4 und D4+; Stand: 12/2015. Quelle: AfS
3,table,table3c,
3,titel-sm,,KID D4; Stand: 12/2015. Quelle: AfS
3,map-pr,map3,
3,text,,<b>Armutsrisiko geringer</b><br> <br><li>Ist-Zustand: Der Anteil der Leistungsberechtigten nach SGB II an den Einwohner_innen unter 65 Jahren ist in der Bezirksregion Friedenau im Vergleich zum Bezirk deutlich geringer und liegt im bezirklichen Vergleich im Bereich der Aufmerksamkeitsstufe 1 (keine Aufmerksamkeit geboten) Zwischen den Planungsräumen unterscheiden sich die Indikatorwerte deutlich. >/li><br><li>Veränderung: Es ist in der Bezirksregion ein leichtes Absinken des Anteilswertes im Vergleich zum Vorjahr zu beobachten.</li><ul><br>
3,titel,,3.4 Soziale Situation von Kindern und Jugendlichen
3,titel-sm,,"KID D3, D5, E7, E8; Stand: 12/2015. Quelle: AfS"
3,table,table3d,
3,titel-sm,,KID D5; Stand: 12/2015. Quelle: AfS
3,map-pr,map4,
3,text,,"<b>Kinder- und Jugendarmut geringer als im Bezirk ausgeprägt</b><br><br><li>Ist-Zustand: In der Bezirksregion Friedenau ist der Anteil der Kinder und Jugendlichen im Transferleistungsbezug im Vergleich zum Bezirk deutlich geringer und liegt im Bereich der Aufmerksamkeitsstufe 1 (keine Aufmerksamkeit geboten). Auch der Indikatorwert für Jugendarbeitslosigkeit ist in der BZR Friedenau deutlich unter dem bezirklichen Vergleichswert. Alleinerziehende tragen – und dies gilt bundesweit – aus mehreren Gründen das höchste Armutsrisiko. Von allen Bedarfsgemeinschaften mit Kindern nach SGB II sind in Friedenau 52,0% alleinerziehend.</li><br><li>Veränderung: Die Jugendarbeitslosigkeit hat sich im Vergleich zum Stand vor fünf Jahren in der BZR verringert, auch im Vergleich zum Vorjahr ist ein Rückgang zu beobachten. Der Anteil der Inanspruchnahme von Hilfen zur Erziehung hat sich in den vergangenen fünf Jahren leicht erhöht.</li><ul><br>"
3,titel-sm,,KID D3; Stand: 12/2015. Quelle: AfS
3,map-pr,map5,
3,titel,,3.5 Soziale Situation von Senior_innen
3,titel-sm,,KID D6; Stand: 12/2015. Quelle: AfS
3,table,table3e,
3,text,,<b> Geringes Armutsrisiko im Alter </b><br><br><li>Ist-Zustand: In der BZR Friedenau ist der Anteil der Leistungsberechtigten von Grundsicherung (außerhalb von Einrichtungen) im Alter nach SGB XII geringer als im Bezirk. Im PLR Grazer Platz liegt der Anteilswert hingegen über dem bezirklichen Vergleichswert.</li><br><li>Veränderung: In den vergangenen fünf Jahren ist der Anteil der Leistungsberechtigten in der Bezirksregion gestiegen.</li><ul><br><br>
3,map-pr,map6,
4,titel,,4 Bildungssituation
4,titel,,4.1 Vorschulische Bildung
4,titel-sm,,"KID A6, E1, E4; Stand: 31.12.2015: 2010-2012.Qelle: AfS"
4,table,table4,
4,text,,<b>Weniger Auffälligkeiten </b><br><li>Ist-Zustand: Im bezirklichen Vergleich ist der Anteil der Einschüler_innen mit Sprachdefiziten in der BZR Friedenau deutlich unter dem bezirklichen Vergleichswert. Der Anteil der Kinder mit einer Kitabesuchsdauer über 2 Jahren ist höher als im Bezirk. Der Betreuungsanteil liegt über dem bezirklichen Vergleichswert.</li><br><li>Veränderung: Der Betreuungsanteil der Kinder in öffentlich geförderter Kindertagesbetreuung ist in der BZR Friedenau in den vergangenen fünf Jahren gestiegen.</li><ul><br><br>
4,titel,,4.2 Schulische Bildung
4,titel-sm,,"KID E5, E6; Stand: 2015/2016. Quelle: AfS"
4,table,table4a,
4,text,,"<b>Indikatorenwerte auffallend gering</b><br><br><li>Ist-Zustand: Der Anteil der Schüler_innen nicht deutscher Herkunftssprache liegt unter dem fachlichen Grenzwert von 40%.(Aufmerksamkeitsstufe 1). Der Anteil der Schüler_innen mit Lernmittelkostenbefreiung liegt ebenfalls unter dem fachlichen Grenzwert von 40%. </li> <br><li>Veränderung: Der Anteil von Schüler_innen nicht deutscher Herkunftssprache ist in den vergangenen fünf Jahren in der BZR Friedenau minimal gestiegen, der Anteil der lernmittelkostenbefreiten Schüler_innen ist in den vergangenen fünf Jahren auffallend stark zurückgegangen.</li><ul><br>"
5,titel,,5 Gesundheitliche Situation
5,titel,,5.1 Ergebnisse aus der bezirklichen Gesundheitsberichterstattung
5,titel-sm,,"Daten der Einschulungsuntersuchung 2016. Quelle: Sen GPG, Grundauswertung ESU 2016"
5,table,table5,
5,text,,<br><b>Kommentar Gesundheitsamt:</b> Vordere Rangplätze im Vergleich der Bezirksregionen werden bei allen Indikatoren erreicht. Insbesondere die Impfquoten für die 2. MMR Impfung (2) haben sich nach dem berlinweiten Masernausbruch und den Aufklärungen deutlich verbessert. In einigen Regionen in Friedenau leben aber immer noch Kinder mit geringen Impfraten.<br>
5,titel,,5.2 Gesundheitliche Situation von Kindern und Jugendlichen
5,titel-sm,,KID E2 und E3; Stand: 2010-2012. Quelle: AfS
5,table,table5a,
5,text,,<b> Übergewicht und motorische Defizite geringer als im Bezirk </b><br><br><li>Ist-Stand: Sowohl der Anteil der Kinder mit motorischen Defiziten als auch der Anteil der Kinder mit Übergewicht liegen unter dem bezirklichen und unter dem gesamtstädtischen Vergleichswert.</li><br><li>Veränderung: Es liegen keine Daten zum Stand vor fünf Jahren vor.</li><ul><br>
6,titel,,6 Wirtschafts- und Gewerbestruktur
6,titel-sm,,Ausschnitt 070303 Einzelhandel- und Zentrenkonzept. Quelle: BA-TS
6,text,,"<img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb14.jpg"><br><br><br>Die Einzelhandelsstruktur in Friedenau ist zum einen durch den zentralen Versorgungsbereich Ortsteilzentrum Rheinstraße / Bundesallee und die Fachmarktagglomeration Sachsendamm (Möbel Höffner) sowie durch diverse Lebensmittelanbieter geprägt. Das Ortsteilzentrum Rheinstraße / Bundesallee geht im südlichen Teil über in das Hauptzentrum Schlossstraße (Bezirk Steglitz-Zehlendorf). Dies wird auch durch einen entsprechenden Einzelhandelsbesatz<br>(u.a. Schloss-Straßen-Center) deutlich. <br><br>Zur Stärkung der Nahversorgung im nördlichen Bereich des Prognoseraumes bestehen Planungen zur Entwicklung eines Nahversorgungsstandortes am Innsbrucker Platz mit einem Lebensmittelvollsortimenter mit rd. 1.800 bis 2.100 m² Gesamtverkaufsfläche (inkl. 15 % Randsortimente) sowie ergänzenden kleinteiligen Nutzungen (Einzelhandel, Dienstleistungen, Gastronomie) (Auszug bezirkliches Einzelhandel- und Zentrenkonzept 2015).<br> <br><b>Kommentar Wirtschaftsförderung:</b> Abzuwarten bleibt, inwieweit es - hoffentlich positive - Auswirkungen auf das OTZ Rheinstraße / Bundesallee geben wird durch die Entwicklungen am Güterbahnhof Wilmersdorf (trotz des neuen Nahversorgungsstandortes am Innsbrucker Platz).<br>"
6,titel-sm,,Ausschnitt 070303 StEP Industrie und Gewerbe. Quelle: Geoportal Berlin
6,text,,"<img src=http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb15.jpg"><br> <br><br>In der BZR Friedenau liegen keine im SteP Industrie und Gewerbe ausgewiesenen Flächen für den produktionsgeprägten Bereich, diese liegen in den benachbarten Bezirksregionen Schöneberg-Süd und Tempelhof.<br>"
7,titel,,7 Stadtenwicklung und Wohnen
7,titel,,7.1 Wohnlage und Wohndauer
7,titel-sm,,"KID A1, A2, A3 und C1; Stand: 31.12.2015. Quelle: AfS"
7,table,table7,
7,titel-sm,,KID C1; Stand: 31.12.2015. Quelle: AfS
7,map-pr,map7,
7,text,,"<b>Mittlere und gute Wohnlage</b><br><br><li>Ist-Stand: In der Bezirksregion Friedenau wohnen mehr als zwei Drittel der Einwohner_innen in der guten Wohnlage. Es fällt auf, dass in der BZR Friedenau nur sehr wenige Wohnungen in der einfachen Wohnlage liegen. Der Anteil der Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse ist in der BZR Friedenau höher als im bezirklichen Durchschnitt.</li><br><li> Veränderung: Die Anteile der Einwohner_innen an den Wohnlagen haben sich in den vergangenen fünf Jahren nur minimal verändert. Der Anteil der Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse hat sich in der Bezirksregion in den vergangenen fünf Jahren deutlich erhöht.</li><br><li>Die Wohnbebauung in der BZR Friedenau wird durch Wohngebäude mit drei und mehr Wohnungen bestimmt. Die Planungsräume weisen diesbezüglich keine Unterschiede auf. Der Großteil der Wohngebäude in der Bezirksregion Friedenau wird der Bauweise gereihtes Haus zugeordnet. Die Wohngebäude in der BZR Friedenau wurden zu mehr als der Hälfte vor 1950 erbaut. Im PLR Friedenau liegt der Anteil der Wohngebäude, die vor 1919 erbaut wurden sogar bei rund 75%.</li><ul><br>"
7,titel,,7.2 Wohnbebauung
7,titel-sm,,"Relation landeseigene Wohnungen / Wohnungen insgesamt in %; Stand: 31.12.2015. Quelle: PRISMA, AfS, eigene Berechnung"
7,map-pr,map8,
7,text,,"Insgesamt befinden sich in der BZR Friedenau 24.332 Wohnungen, hiervon sind 318 Wohnungen im Landeseigentum. In der BZR Friedenau hält nur die Degewo landeseigene Wohnungen vor. Hauptsächlich liegen diese Wohnungen im PLR Ceciliengärten.<br>"
7,titel,,7.3 Städtebauliche Entwicklung
7,titel-sm,,Wohnungsbaupotentiale BZR 070303. Quelle: Wofis
7,text,,"<img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb18.jpg"><br><br>Eines der größten Wohnungsbauprojekte Friedenauer Höhe stellt die Bebauung des ehemaligen Güterbahnhofs Wilmersdorf dar. Auf einer Fläche von ca. 60.000 m², werden zurzeit rund 1.000 Wohnungen realisiert. Außerdem werden an der Hauptstraße Flächen für Einzelhandel neu geschaffen. Es wird das Berliner Modell der kooperativen Baulandentwicklung angewandt. Es sieht vor, dass der Projektträger grundsätzlich sämtliche dem Land Berlin entstehenden Aufwendungen, die Folge oder Voraussetzung des geplanten Wohnungsbauvorhabens sind, übernimmt. Dazu zählen insbesondere die durch das Vorhaben ausgelösten zusätzlichen Bedarfe an Plätzen in Kindertageseinrichtungen und in Grundschulen sowie die Mietpreis- und Belegungsbindungen für einen Teil der geplanten Wohnungen.<br>In Friedenau finden sich des Weiteren nur zwei kurzfristige Wohnbaupotentiale, durch die unter 100 Wohnungen realisiert werden.<br> Durch die äußert unterschiedliche Bebauungs- und Nutzungsstruktur der BZR Friedenau ist aus Sicht der Stadtentwicklung immer eine separate Betrachtung erforderlich.<br>"
7,titel,,7.4 Erhaltungsvorordnungen
7,titel-sm,,Ausschnitt Übersichtskarte Erhaltungsverordnungen; Stand: 2015.
7,text,,<img src="http://www.berlin.de/ba-tempelhof-schoeneberg/_assets/politik-und-verwaltung/service-und-organisationseinheiten/sozialraumorientierte-planungskoordination/datenkoordination/070303_abb19.jpg"><br><br>
7,titel,,7.4.1 Friedenau
7,text,,"Verordnung über die Erhaltung baulicher Anlagen im Bezirk Schöneberg, Ortsteil Friedenau vom 24.06.1986 | BZR Friedenau | Gebiet in PLR 07030301 und 07030302<br> Weitere Informationen: <a href"https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/stadtentwicklungsamt/stadtplanung/erhaltungs-vo/bauliche-erhaltungs-vo/artikel.332822.php">Weitere Informationen</a>"
7,titel,,7.4.2 Verdachtsgebiet Grazer Platz
7,text,,"Soweit in vertiefenden Untersuchungen nachgewiesen wird, dass die Voraussetzungen für „Soziale Erhaltungsverordnungen“ (Milieuschutz) in diesem Gebieten vorliegen, wird eine entsprechende Rechtsverordnung erlassen.<br><a href"=https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/stadtentwicklungsamt/stadtplanung/erhaltungs-vo/soziale-erhaltungs-vo/artikel.343952.php">weitere Informationen</a>"
8,titel,,8 Soziale Infrastruktur
