ref,type,datasource,content
1,text,,"<br>Der PLR liegt südlich der A100 und der Trasse der Ringbahn und reicht bis an die Ullsteinstraße. Westlich bildet der Tempelhofer Damm die Grenze des PRL, östlich an der Cafeastraße an der Bezirksgrenze zu Neukölln. Die östliche Grenze verläuft oberhalb des Teltowkanals entlang der Strecke Neukölln-Mittenwalder-Eisenbahn. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Die Fläche des PLR wird überwiegend durch Gewerbe- und Industrie, sowie durch großflächigen Einzelhandel genutzt. Der PLR umfasst eine Fläche von rund 309 Hektar und gehört zu den größeren PLR des Bezirks. <br>Zum Ende 2015 waren im PLR rund 11.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 8% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag über dem bezirklichen Durchschnitt. Die Altersstruktur wies einen durchschnittlichen Anteil an Personen über 65 Jahren aus, der Anteil<br>der unter 18-Jährigen lag über dem bezirklichen Vergleichswert. Der<br>Altersdurchschnitt lag bei 42,0 Jahren.<br><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br><br>- die Häufigkeitszahl der kiezbezogenen Straftaten<br>- einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen <br>- einem vergleichsweise hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>- einen auffallend geringen Anteil an Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse<br>- erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.Im PLR befinden sich eine Grundschule, eine integrierte Sekundarschule und ein Gymnasium sowie zwei Nachbarschafts- und Familienzentren. Des Weiteren liegt das namensgebende Rathaus Tempelhof im PLR sowie die Bezirkszentralbibliothek. Das nähere Umfeld des Rathauses wird gegenwärtig untersucht, um dort ein attraktives Stadtteilzentrum und einen innenstadtnahen Wohnstandort zu entwickeln.<br>"
1,titel,,1.6 Germaniagarten
1,text,,"Der PLR liegt unterhalb der Bahntrasse der Ringbahn und reicht bis an den Teltowkanal. Westlich wird der PLR durch die Trasse der Neukölln-Mittenwalder-Eisenbahn begrenzt, östlich endet der PLR an der Bezirksgrenze zu Neukölln entlang der Eschersheimer Straße und des Tempelhofer Wegs. Der PLR liegt in einer bezirklichen Randlage und wird durch das Industriegebiet abgeschnitten, hierdurch liegt eine ungünstige Situation für soziale Infrastruktur vor (z.B. keine im Bezirk fußläufig erreichbare Grundschule). Die Siedlungsstruktur des PLR ist homogen durch den Siedlungsbau der 20er – 30er Jahre geprägt. Die Fläche des PLR wird überwiegend durch Gewerbe- und Industrie, sowie durch großflächigen Einzelhandel genutzt. Der PLR umfasst eine Fläche von rund 66 Hektar und gehört zu den kleineren PLR des Bezirks.<br><br>Zum Ende 2015 waren im PLR rund 3.800 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 20% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag deutlich über dem bezirklichen Durchschnitt. Die Altersstruktur wies vergleichsweise geringe Anteile an Personen unter 18 Jahren und über 65 Jahren auf. Der Altersdurchschnitt lag bei 38,2 Jahren.<br><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br><br>- die Häufigkeitszahl der kiezbezogenen Straftaten <br>- einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen <br>- den auffallend hohen Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den stark erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den stark erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br>- einen auffallend hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren.<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 4+/- (sehr niedrig/stabil) auf.Im PLR befinden sich eine Jugendfreizeiteinrichtung, eine Seniorenfreizeitstätte und ein Förderzentrum. Im PLR Germaniagarten werden seit 2014 Mittel aus dem Förderprogramm FEIN eingesetzt, um die Entwicklung des Gebietes zu unterstützen.Durch die Regionalkoordination Tempelhof werden seit 2014 die eingeworbenen Fördermittel aus dem Förderprogramm FEIN der Senatsverwaltung für Stadtentwicklung und Wohnen (vorher Stadtentwicklung und Umwelt) im Rahmen eines integrierten Stadtteilverfahrens im Quartier auf vielfältige Weise umgesetzt. Siehe auch www.berlin.de/ba-tempelhof-schoeneberg/germaniagartenAn der unmittelbaren Grenze des PLR Germaniagarten im Bezirk Neukölln liegt das Gelände des ehemaligen Kinderkrankenhauses am Mariendorfer Weg, auf dem gegenwärtig umfangreiche Wohnneubauten entstehen. Es ist davon auszugehen, dass dieses große Wohnungsbauvorhaben deutlichen Einfluss auf die Entwicklung im PLR Germaniagarten haben wird. Im PLR liegt ein Förderzentrum, jedoch keine Grundschule.<br><br>"
2,titel,,2.1 Einwohnerentwicklung
2,titel-sm,,"Einwohnerregisterstatistik, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_02,
2,text,,"Stärkstes Wachstum im Bezirk<br>- Die BZR Tempelhof weist das stärkste Wachstum innerhalb des Bezirks Tempelhof-Schöneberg auf. Die Planungsräume Neu-Tempelhof, Rathaus Tempelhof und Germaniagarten fallen durch vergleichsweise hohe Wachstumsraten im Vergleich zum Vorjahr auf.<br>- In den vergangenen fünf Jahren ist die Einwohner_innenzahl in der BZR Tempelhof prozentual deutlich stärker gestiegen als im Bezirk. Auffallend hoch sind die Zuwächse in den PLR Neu-Tempelhof, Manteuffelstraße, Rathaus Tempelhof und Germaniagarten. Die Daten zum PLR Germaniagarten müssen aber mit Vorsicht interpretiert werden, da aufgrund der geringen Einwohnerzahl schon verhältnismäßig geringe absolute Werte große Auswirkungen auf die Berechnung von relativen Anteilen besitzen.<br><br>Kommentar Jugendamt: Bemerkenswert ist, dass die Anzahl der unter 1-jährigen Kinder innerhalb der letzten 5 Jahre um 31 % gestiegen ist und damit mehr als doppelt so hoch wie im Bezirk ausfällt. Auch die Anzahl der unter 7-Jährigen Kinder ist mit 17% überdurchschnittlich gestiegen.<br>"
2,text,,"- Die Bezirksregion weist zum einen sehr dicht besiedelte Blöcke auf, sowohl im nördlichen Bereich an der Dudenstraße als auch im südlichen Bereich entlang des Tempelhofer Dammes finden sich besonders dicht bewohnte Gebiete. <br>- In der Bezirksregion finden sich aber auch größere kaum bis gar nicht bewohnte Gebiete, hierzu zählen sowohl Industrie- und Gewerbegebiete als auch Grün- und Freiflächen. Die dichte Besiedlung zieht sich von Norden nach Süden entlang der Hauptverkehrsachsen Tempelhofer Damm und Manteuffelstraße. <br>- der dicht bewohnte Planungsraum Germaniagarten liegt südlich des Industrie- und Gewerbegebietes in Insellage.<br>"
2,titel,,2.2 Altersstruktur
2,titel-sm,,"KID B1 und B2, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_03,
2,titel-sm,,"Altersgruppen absolut und Anteile in %, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_04,
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_05,
2,text,,"Unauffällige Altersstruktur <br>Ist-Stand: In der BZR Tempelhof entspricht der Anteil der unter 18-Jährigen dem bezirklichen Vergleichswert, der Anteil der Personen im Alter über 65 Jahre ist etwas geringer als im Bezirk.      <br>In den vergangenen fünf Jahren ist die Altersgruppe 0 bis unter 6 Jahren in der Bezirksregion stark gewachsen, aber auch Kinder und Jugendliche weisen in den vergangenen fünf Jahren einen erkennbaren Zuwachs auf. Es lässt sich ebenso auch ein Anwachsen der Personenmenge im Alter über 65 Jahren feststellen. Durch den starken Zuzug insgesamt, ist aber die Entwicklung der Anteile der Altersgruppen nicht auffällig. Insgesamt waren 2015 mehr als 1.000 Personen unter 18 Jahren mehr in der BZR registriert als 2010.     <br>Im PLR Lindenhofsiedlung liegt das Seniorenheim Bessemerstraße, wodurch der hohe Anteil älterer Menschen in diesem PLR mitbedingt wird.<br>"
2,titel,,2.3 Einwohner_innen mit Migrationshintergrund
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_06,
2,titel-sm,,Anteil der EW mit Migrationshintergrund an den EW gesamt in %. Stand 31.12.2015. Quelle: AfS
2,map-pr,Abb_09,
2,text,,"Mehr als jede dritte Person<br>- Im Durchschnitt weist mehr als jede dritte Person in der BZR Tempelhof statistisch einen Migrationshintergrund auf. Am stärksten sind hierbei in den Herkunftsgebieten die Türkei und Polen sowie die Staaten des ehemaligen Jugoslawien und der ehemaligen Sowjetunion vertreten. Es ist davon auszugehen, dass es sich bei der Gruppe der Einwohner_innen mit Migrationshintergrund um keine homogene Gruppe handelt, sondern Unterschiede bezüglich der Dauer des Aufenthalts, des Herkunftslands, der ethnischen Zugehörigkeit, des Geschlechts, der Lebensläufe und vor allem ihrer sozialen Lage vorliegen.<br>- Mehr als die Hälfte der Kinder und Jugendlichen unter 18 Jahren haben einen Migrationshintergrund. Der Migrationshintergrund besteht jedoch nur im statistischen Sinne, die meisten Kinder und Jugendlichen haben keine eigene Migrationserfahrung. Im Gesamtstädtischen Vergleich liegt der Anteil im Bereich der Aufmerksamkeitsstufe 2.<br>- Der Anteil der über 65-Jährigen mit einem Migrationshintergrund ist in der Bezirksregion vergleichsweise gering und liegt unter dem bezirklichen und gesamtstädtischen Durchschnitt.<br>"
2,titel,,2.4 Wanderungen
2,titel-sm,,"KID C2 und C3, DGZ DH1, Stand: 31.12.2015. Quelle: AfS"
2,text,,Wanderungszuwachs<br>- Für die BZR Tempelhof ist insgesamt ein deutlicher Wanderungsgewinn zu verzeichnen. Der Wert des Wanderungssaldos insgesamt liegt in der BZR über dem bezirklichen und gesamtstädtischen Vergleichswert. <br>- Veränderung: Im Vergleich zum Vorjahr ist der Wanderungssaldo in der BZR Tempelhof leicht gestiegen. Aus methodischen Gründen ist ein Vergleich zum Stand fünf Jahre zuvor nicht möglich.<br>
2,titel-sm,,"Wanderungssaldi je 100 EW, Stand 31.12.2015. Quelle: AfS"
2,barchart,Abb_10,
2,titel,,2.5 Bevölkerungsprognose / Haushaltsprognose
2,text,,"Da in Tempelhof-Schöneberg Prognoseräume und Bezirksregionen identische Zuschnitte aufweisen, können hier direkt die Berechnungen in der mittleren Variante übernommen werden.<br>"
2,titel-sm,,Auszug Bevölkerungsprognose 2016 mittlere Variante. Quelle: SenStadtUm
2,table,tab_08,
2,text,,"Steigende Einwohner_innenzahl      <br>- In der Bezirksregion Tempelhof ist ein Ansteigen der Einwohnerzahl bis 2030 prognostiziert, Der Anstieg ist vor allem durch ein Wachsen der Anzahl der Personen zwischen 6 und 18 Jahren und im Alter über 55 Jahren bedingt. <br>- Die Anzahl der Einwohner_innen im Alter zwischen 18 und 55 Jahren ist hingegen sinkend prognostiziert. Auffallend stark ist der berechnete Anstieg der Personen im hohen Alter von 80 und mehr Jahren bis 2030.<br>"
2,titel,,2.6 Einwohner_innen mit Behinderung
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich.<br>"
2,table,tab_09,
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung<br>
3,titel-sm,,"KID F1-F5, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_10,                                                                             
3,text,,"Status-Index überwiegend mittel<br>- Die Bezirksregion Tempelhof wurde im Monitoring Soziale Stadtentwicklung 2015 mit dem Status-Index mittel und dem Dynamik-Index stabil zugeordnet. Die gleiche Zuordnung lag auch schon im MSS 2013 vor. <br>- Die einzige Ausnahme in der Bezirksregion stellt der Planungsraum Germaniagarten dar, in dem der Status-Index im Bereich sehr niedrig liegt."
3,titel,,3.2 Erwerbstätigkeit und Arbeitslosigkeit
3,titel-sm,,"KID D1 und D2, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_11,
3,titel-sm,,KID D2. Stand: 31.12.2015. Quelle: AfS
3,map-pr,Abb_12,
3,text,,"Arbeitslosigkeit erhöht<br>Ist-Stand: In der BZR Tempelhof liegt ein höherer Anteil an Arbeitslosen an den EW im Erwerbsalter vor als im Bezirk und im Land Berlin. Der Anteil der sozialversicherungspflichtig Beschäftigten ist etwas höher als im Bezirk.<br>Veränderung: Der Anteil der sozialversicherungspflichtig Beschäftigten ist in der BZR in den vergangenen fünf Jahren gestiegen. Der Anteil der Arbeitslosen hat sich geringfügig verringert.<br>Der PLR Germaniagarten fällt durch einen auffallend hohen Indikatorwert auf (höchster Wert der PLR im Bezirk). Aber auch die PLR Lindenhofsiedlung, Manteuffelstraße und Rathaus Tempelhof weisen erhöhte Anteile an arbeitslosen Personen auf.<br>"
3,titel,,3.3 Transferleistungsabhängigkeit
